OrderID,Date,CustomerID,ProductID,Region,Quantity,SalesAmount,Profit
O102181,2024-06-09,C0083,P025,North,1,868.1782987898235,101.64537984163941
O102182,2022-05-13,C0086,P028,East,7,3639.8216929044415,1072.824236517066
O102183,2023-05-31,C0126,P047,East,5,4391.6061603248045,1161.4653811577646
O102184,2024-09-23,C0184,P041,South,7,1290.9295102420142,305.2213552913474
O102185,2022-02-18,C0016,P017,West,7,4814.430598556523,272.3824214524052
O102186,2024-07-17,C0026,P002,North,7,2799.034386321438,553.0789595435003
O102187,2023-11-29,C0098,P015,South,9,4032.394150904529,913.8251829184863
O102188,2023-06-13,C0188,P009,South,4,2455.671103255493,647.1306213438601
O102189,2024-08-26,C0036,P048,East,1,531.9251184678151,152.41744069757831
O102190,2022-03-15,C0080,P004,South,6,2661.608967953214,742.4911544308405
O102191,2022-07-27,C0116,P029,South,8,3019.9286371020657,457.55311174376453
O102192,2024-09-15,C0003,P010,North,1,656.483772008379,179.95880897320228
O102193,2024-03-30,C0076,P014,North,8,4440.173493173303,222.8398853654939
O102194,2024-01-17,C0068,P028,East,3,1172.934638879377,161.71109451520343
O102195,2022-11-09,C0066,P026,North,2,568.9298339796059,44.64407615164726
O102196,2024-10-14,C0016,P043,South,1,797.0213763673769,215.80702724826543
O102197,2022-10-05,C0068,P019,South,7,5738.204024525693,1618.1475773377897
O102198,2024-10-16,C0147,P016,South,9,2631.683828539642,300.0174949309717
O102199,2022-04-22,C0018,P023,North,5,1677.4205596007016,237.90455234048488
O102200,2023-10-13,C0039,P041,West,9,2837.0584822620435,839.6825105318643
O102201,2024-09-18,C0158,P045,East,9,8065.014939169986,1544.5783198324716
O102202,2024-12-20,C0100,P034,North,2,1593.434685911331,277.67823973130453
O102203,2023-05-01,C0005,P005,West,6,1002.6970255498957,175.58112931347472
O102204,2022-05-13,C0187,P004,North,9,7644.594193599394,1712.7487379102818
O102205,2022-04-03,C0150,P027,South,3,399.4999159596374,115.30996134080107
O102206,2022-09-23,C0134,P049,North,6,1967.2788713082687,278.6760835152992
O102207,2022-07-10,C0123,P047,North,3,2781.2767370608603,259.116219126303
O102208,2024-10-17,C0132,P040,East,8,7023.185322316707,676.0042232678969
O102209,2023-11-22,C0180,P035,South,2,1606.5821265043066,88.50622300022323
O102210,2023-08-05,C0171,P046,West,5,2558.962530991623,483.26678877176676
O102211,2022-01-19,C0095,P049,North,1,389.272690918007,109.88362453788916
O102212,2022-06-24,C0103,P031,East,3,2680.173761359233,611.8011842745015
O102213,2022-12-15,C0187,P001,West,2,1382.733362484582,412.387962788095
O102214,2022-10-09,C0104,P019,East,7,2561.705786801099,710.5706950540526
O102215,2024-06-10,C0185,P006,North,8,4135.0103213512275,715.2096550938627
O102216,2023-07-17,C0085,P024,North,7,6253.451400248201,1073.3257963493909
O102217,2022-09-06,C0083,P029,North,8,7304.879139763195,1512.7623621116836
O102218,2023-09-24,C0071,P017,North,6,4160.231307447339,323.39100172823396
O102219,2024-01-23,C0118,P016,West,8,6074.4021971626435,1226.5497312027082
O102220,2023-12-18,C0157,P032,West,6,812.2082994355392,134.84160758266987
O102221,2024-06-09,C0035,P033,South,5,3220.7022843673462,678.5540043282978
O102222,2022-07-21,C0090,P046,North,1,720.0933115338793,137.75564502030474
O102223,2022-11-15,C0034,P039,South,4,473.3577294888339,60.39995639119496
O102224,2024-02-14,C0056,P016,North,1,859.47308916063,173.56242171283662
O102225,2023-12-25,C0026,P048,East,5,4677.282552428334,661.8522642753419
O102226,2022-10-25,C0061,P034,East,3,942.4284215307277,92.97554467084458
O102227,2022-09-28,C0193,P026,East,9,7750.947054845413,1695.6569525527984
O102228,2022-02-28,C0079,P022,East,6,4193.767946629487,530.8755521425853
O102229,2023-12-20,C0088,P021,East,9,5603.636139976608,1525.6246534468476
O102230,2024-02-04,C0093,P032,West,5,4294.0668816011685,428.6900725017844
O102231,2022-02-28,C0069,P004,South,2,714.0989643413666,142.84550729214422
O102232,2023-08-16,C0114,P024,South,6,4870.623359509012,939.480871445333
O102233,2023-02-03,C0197,P003,North,5,1915.3434545069147,190.4530386870697
O102234,2023-04-30,C0131,P035,West,7,5660.976220320865,905.5960446271122
O102235,2024-06-08,C0164,P033,West,8,4047.588841446494,885.9552404875963
O102236,2022-09-30,C0168,P007,North,8,1642.0073947501792,212.856376037919
O102237,2023-07-22,C0126,P031,East,3,1330.1036228261744,104.3568235928973
O102238,2023-03-23,C0074,P039,West,4,1240.5758019151021,252.8419759281785
O102239,2024-11-18,C0093,P009,West,3,571.4351871227916,60.58954464527809
O102240,2022-04-05,C0017,P009,North,1,199.2583615812985,43.910315055967615
O102241,2024-07-18,C0173,P024,North,7,5614.449810575514,1459.0089608791145
O102242,2024-11-08,C0134,P050,East,5,4466.290336351104,361.04974267836093
O102243,2023-11-07,C0092,P024,North,5,4672.081037446267,744.7403489478196
O102244,2022-05-20,C0099,P040,South,2,1737.1031101948183,280.0741199799264
O102245,2022-05-17,C0190,P022,East,5,4236.008437784488,881.6572940445626
O102246,2024-08-29,C0001,P044,South,6,971.7135981896723,129.82286284824377
O102247,2022-08-31,C0019,P016,East,3,2433.333705748618,376.29629390766
O102248,2023-12-08,C0087,P042,East,2,1609.908787381612,85.32164165226196
O102249,2023-10-15,C0058,P018,East,7,1527.129482859063,123.09652875141325
O102250,2022-11-07,C0089,P027,South,4,2783.2332349646763,535.6764454552929
O102251,2023-01-17,C0024,P008,North,5,2536.283014066767,263.707363477496
O102252,2022-12-05,C0181,P016,West,5,4550.060855624319,391.9614545038152
O102253,2022-02-09,C0103,P047,South,6,4355.205156936604,570.9812978502306
O102254,2023-08-04,C0142,P045,South,2,1911.7775654736538,173.74984645550492
O102255,2023-12-02,C0004,P008,West,1,194.4303807471793,12.619622293736983
O102256,2022-12-07,C0057,P026,East,7,955.8260810500769,115.62108351580721
O102257,2023-12-31,C0117,P033,East,6,5857.328531906949,533.5417736128969
O102258,2022-04-18,C0072,P007,South,5,860.8647265020697,215.08613559810294
O102259,2023-11-14,C0116,P009,South,1,447.5762388192066,29.389754339621735
O102260,2024-02-19,C0128,P006,East,9,6164.762040229493,1460.190525322867
O102261,2022-06-30,C0157,P006,East,9,8028.459054006079,1169.7391531482963
O102262,2024-11-13,C0144,P016,South,5,1645.5979319626672,360.1067341170546
O102263,2022-08-01,C0132,P034,West,6,756.9143441791259,47.81606474582007
O102264,2024-07-25,C0092,P017,South,7,3984.106780144894,1116.2510960441493
O102265,2023-12-27,C0179,P001,North,4,2096.0032729800687,506.90565691018736
O102266,2024-09-17,C0030,P015,South,3,1128.6115919105148,95.97235345632576
O102267,2022-06-07,C0098,P042,East,8,7092.075446010434,742.5125887340164
O102268,2022-08-15,C0167,P008,East,2,1548.7799088498225,326.7911020642441
O102269,2024-12-04,C0115,P023,West,1,872.304744879322,244.5860953512928
O102270,2024-01-04,C0159,P028,South,9,2210.6525717653135,356.92775902681797
O102271,2022-06-28,C0135,P045,South,8,5785.366104370455,991.6591830909828
O102272,2024-11-08,C0083,P036,East,9,8798.324056892745,962.9771429732579
O102273,2024-05-19,C0168,P029,West,5,3253.612513139115,474.22287005427705
O102274,2023-03-14,C0170,P045,North,7,1779.5955013615628,216.22872938472324
O102275,2023-10-31,C0134,P007,North,5,4981.0117751066055,685.600344844982
O102276,2023-06-14,C0038,P001,West,3,1726.4736702076211,95.21399771261197
O102277,2022-10-27,C0047,P035,East,4,3424.21246579449,206.3608017300948
O102278,2024-10-28,C0107,P016,North,3,703.2759080621646,154.841405463226
O102279,2023-08-31,C0026,P047,South,4,2797.9463839285168,616.8039150529081
O102280,2023-11-11,C0051,P005,North,1,921.3559283834775,122.13277675743797
O102281,2022-01-11,C0181,P008,North,8,4630.528297605963,1256.5660860389582
O102282,2022-02-01,C0028,P014,North,3,1079.3821635789718,125.7782761135616
O102283,2023-10-02,C0062,P027,North,9,1932.1168064564508,287.7814475706881
O102284,2022-12-14,C0025,P042,North,1,366.35019871449725,85.3024112584933
O102285,2024-07-30,C0142,P008,West,1,419.3957826341722,98.93212230737088
O102286,2023-08-15,C0082,P007,East,8,5911.676757654773,1568.3172438508088
O102287,2023-03-16,C0056,P015,North,3,782.2777989799253,44.79695078466169
O102288,2022-03-29,C0097,P016,West,7,1368.460591007068,131.28965789963067
O102289,2023-07-06,C0182,P014,East,5,2241.2279346518953,470.97823337638675
O102290,2022-11-05,C0127,P027,East,3,1538.3647643046722,206.9868902875473
O102291,2022-11-07,C0044,P018,West,4,2662.186187983018,162.10162906855555
O102292,2022-08-20,C0187,P029,South,6,4420.669027025071,869.1772165316812
O102293,2024-10-14,C0047,P029,South,9,8103.149441552156,1201.4401892349224
O102294,2022-01-24,C0015,P036,North,5,1800.2910448761622,253.88373057436985
O102295,2023-12-13,C0122,P012,West,4,2302.9881616909443,267.3563625858851
O102296,2024-09-26,C0168,P029,South,1,429.43663612275867,22.115760567131005
O102297,2023-11-05,C0068,P024,North,1,101.27950482789107,9.68130829619228
O102298,2023-01-26,C0193,P041,East,3,1864.4659213438044,314.27218393746995
O102299,2024-08-07,C0123,P006,North,1,834.2164681040248,99.21679591081157
O102300,2023-02-12,C0125,P017,North,3,398.386612479164,107.00551660443273
O102301,2023-10-13,C0184,P007,South,7,721.9980791987125,61.911274310675964
O102302,2022-03-10,C0048,P021,South,3,2265.109697578993,608.9409280907694
O102303,2024-07-04,C0015,P005,North,3,2146.4212575238494,324.5527431135587
O102304,2024-04-23,C0062,P021,North,6,2791.601368809113,332.0891173242948
O102305,2022-01-26,C0008,P009,East,4,2781.777573835275,350.70694567107296
O102306,2023-06-17,C0159,P021,West,9,8622.427187501107,1142.624203847242
O102307,2023-10-17,C0163,P049,East,9,2907.6886520979597,513.6170200605169
O102308,2022-10-20,C0185,P042,East,4,1285.3357403137018,177.9811826487316
O102309,2023-08-19,C0034,P012,North,8,2140.87187430234,453.4400600261209
O102310,2024-07-04,C0197,P038,South,8,6012.7045998110025,939.7541728982037
O102311,2024-01-17,C0007,P036,South,4,1671.4812574168243,364.23403096997913
O102312,2024-07-30,C0151,P012,North,1,989.8238205884176,199.06010769875988
O102313,2022-09-28,C0014,P042,West,4,2972.7360524457445,330.31108687329805
O102314,2022-01-27,C0093,P041,North,4,1722.5567919305843,436.1398764180096
O102315,2022-11-15,C0181,P043,East,7,1639.872014599828,409.5504380261693
O102316,2022-07-16,C0133,P011,East,9,5695.40101387455,1692.9301393305252
O102317,2024-01-02,C0080,P041,South,4,1461.651711147132,137.04816769015585
O102318,2023-05-29,C0195,P050,North,6,5489.7490389999475,1438.0922143212829
O102319,2024-01-27,C0082,P044,North,9,4475.375638999445,1199.3793265548427
O102320,2022-07-31,C0156,P026,South,3,1090.1549042540962,229.5223491021594
O102321,2022-05-11,C0073,P036,West,1,629.6966331136126,111.2020290631169
O102322,2022-03-04,C0055,P023,South,9,2009.493457865624,581.376376793537
O102323,2022-01-15,C0175,P003,East,3,1816.1824965677718,532.4556383188262
O102324,2023-09-06,C0004,P024,East,5,752.5016533388309,158.3446818771487
O102325,2024-12-24,C0131,P047,South,5,3230.9990678624345,451.9843448415513
O102326,2024-11-19,C0010,P008,West,9,5194.327135601574,1320.8721784665763
O102327,2022-11-16,C0150,P015,East,9,5118.20445532567,370.11715525668177
O102328,2023-11-27,C0074,P020,North,7,5010.235638464018,614.4999449483108
O102329,2024-03-31,C0181,P001,South,3,420.0328589520487,124.49293996908003
O102330,2023-04-07,C0072,P038,West,5,2568.791590836332,651.4027688404491
O102331,2023-01-20,C0060,P043,West,9,4496.713170627034,1281.0938772301465
O102332,2024-02-10,C0115,P018,West,2,1027.6083953164987,204.1843935269955
O102333,2022-04-06,C0089,P026,East,8,7855.214991670472,1193.3494508175818
O102334,2022-10-02,C0111,P042,South,1,225.3506258298343,66.46097577110808
O102335,2023-11-09,C0128,P045,South,3,2164.1603440608997,275.61966279051137
O102336,2023-09-11,C0128,P003,East,8,3694.3721891256064,884.2611713682182
O102337,2022-05-12,C0013,P009,North,1,560.5538718920623,106.25396148661589
O102338,2022-04-08,C0120,P037,West,7,5503.081606894036,589.5274477258301
O102339,2024-10-21,C0060,P012,North,3,724.9136949483988,39.41415336621281
O102340,2024-12-03,C0078,P034,South,9,7085.040222355587,1033.9980153970646
O102341,2022-09-10,C0132,P026,West,2,326.5954088319913,61.04765414111816
O102342,2024-11-24,C0134,P019,East,5,2674.8928004442487,256.2483111774432
O102343,2022-08-31,C0008,P014,South,3,2303.591315788867,353.92082453638506
O102344,2024-02-22,C0087,P023,South,3,819.8889294576884,167.09129988816545
O102345,2022-01-26,C0010,P047,West,7,5556.768570023167,1271.0040182210591
O102346,2022-11-18,C0067,P007,East,3,750.3937686995067,47.414104881803596
O102347,2023-10-30,C0147,P037,East,4,3277.259524973637,708.036207387833
O102348,2022-11-29,C0043,P011,West,1,522.0420156476538,33.49777981934596
O102349,2024-08-07,C0050,P028,East,4,2864.697994707184,163.4206327442944
O102350,2024-09-08,C0119,P037,East,2,1851.3316250645391,163.10788215529575
O102351,2022-12-19,C0044,P042,West,1,467.5793712523604,99.78658788607441
O102352,2024-06-26,C0130,P028,South,6,1857.9706448429733,117.43370481654124
O102353,2023-03-31,C0200,P020,West,3,2641.3430608677277,145.86566932028958
O102354,2024-09-03,C0092,P041,South,6,1472.7298997658022,117.06711981911663
O102355,2024-10-20,C0102,P033,South,5,3341.642233268375,960.4890547584002
O102356,2024-08-30,C0091,P015,South,8,7447.423673892425,2061.591632095572
O102357,2022-12-30,C0060,P034,South,5,3534.7852019088755,253.14892240816337
O102358,2024-05-23,C0147,P008,East,1,276.11297690501374,34.79114512503281
O102359,2022-02-13,C0165,P048,North,4,948.2222263476386,271.97204770630293
O102360,2024-04-28,C0088,P021,South,1,327.0749779905319,24.341547310959445
O102361,2022-10-13,C0172,P012,East,9,4070.3953461382853,299.78052851166
O102362,2024-08-02,C0152,P024,South,8,1945.9450293193024,139.13696579071046
O102363,2023-08-09,C0200,P020,West,9,7362.293938174673,2165.3909708806796
O102364,2024-12-30,C0078,P028,South,9,3791.9862751319984,894.0636345817821
O102365,2022-02-12,C0008,P013,North,3,2827.4341869643613,292.9818175584939
O102366,2023-06-19,C0046,P015,South,3,2574.725332895375,158.31166105408607
O102367,2023-04-05,C0064,P036,East,5,4589.682182607589,1337.0220479715117
O102368,2023-08-02,C0175,P019,South,5,1825.2172175159303,285.4133420968323
O102369,2024-08-17,C0078,P028,East,6,3698.1503366398265,738.1280527470032
O102370,2023-09-24,C0191,P025,South,7,2725.131963666852,326.46824319362645
O102371,2023-07-13,C0021,P030,West,9,2981.282943804866,714.2858207163231
O102372,2024-07-10,C0150,P021,North,5,3231.890515411478,320.60543454697415
O102373,2023-08-12,C0085,P046,North,1,836.1958425398038,206.31291391038127
O102374,2024-12-06,C0059,P022,West,7,1289.6661785979218,138.83354534763237
O102375,2024-10-26,C0053,P016,South,5,1740.9594261473214,129.66327436733445
O102376,2023-08-08,C0174,P040,South,4,1138.4830511900582,193.2069932747147
O102377,2022-04-26,C0026,P045,North,3,2455.5454675213737,621.9999844472736
O102378,2024-03-25,C0136,P023,North,3,2820.1045973489927,412.34490483002173
O102379,2022-11-05,C0096,P005,West,1,171.94843916502307,9.838616749645862
O102380,2022-06-09,C0102,P032,West,4,1765.1682929460676,332.42960472930486
O102381,2022-01-20,C0112,P002,West,2,1846.1162768935822,406.363140607706
O102382,2022-02-27,C0093,P029,East,8,3281.395187933348,771.6979667346991
O102383,2023-09-07,C0050,P046,West,8,5931.162341458663,892.5286553458628
O102384,2024-11-09,C0014,P005,North,8,1524.7979829392698,113.2237337482444
O102385,2024-11-23,C0124,P016,North,7,3499.6414491564965,686.2153249292984
O102386,2023-08-15,C0071,P027,South,1,552.9706980324656,73.20611593544335
O102387,2024-10-09,C0111,P036,East,3,2345.693010559663,672.561487767623
O102388,2023-06-20,C0070,P048,West,8,2879.5374841747484,505.8714639365124
O102389,2024-12-13,C0038,P010,West,6,2026.6182917728463,340.60666684515763
O102390,2024-06-14,C0179,P012,West,6,2236.0254190574897,284.6513644725555
O102391,2022-11-14,C0018,P045,East,7,4200.888005400567,565.8454419843586
O102392,2023-01-08,C0104,P030,North,1,888.4039721182756,158.30354533072443
O102393,2023-04-23,C0125,P025,South,4,3391.3890272607046,429.574356832641
O102394,2023-06-15,C0170,P018,South,9,1369.3598169291154,373.93960412237686
O102395,2024-11-21,C0149,P010,North,1,891.0596001628212,142.3507658417886
O102396,2024-11-02,C0183,P017,North,8,1484.7874943724212,182.63705932439882
O102397,2022-02-15,C0136,P037,East,9,4264.319361482844,378.87926741012393
O102398,2024-08-24,C0026,P040,South,6,4733.183971972794,1032.24911891592
O102399,2023-07-12,C0014,P021,East,8,1386.8794594443907,78.28481846337803
O102400,2022-01-03,C0028,P029,East,2,272.7194244985403,44.316619250865465
O102401,2023-05-26,C0077,P012,East,2,793.9924464994295,148.89776483149444
O102402,2023-07-25,C0059,P047,South,1,756.9330470715832,102.1452025689996
O102403,2022-12-28,C0089,P033,North,8,4556.646350519226,1081.9958929447619
O102404,2024-01-12,C0134,P044,North,4,1901.2067341948755,416.20290836417996
O102405,2024-04-03,C0064,P004,South,2,1663.5319715282992,487.16491680962804
O102406,2023-08-30,C0056,P032,West,7,5530.268351823741,979.9176497337845
O102407,2024-06-02,C0009,P041,West,1,807.4388887605681,148.93459895253903
O102408,2022-01-21,C0055,P012,North,2,1027.5082831085635,114.52589835178377
O102409,2023-01-06,C0048,P014,South,8,940.0345459426253,137.59377084494363
O102410,2022-05-20,C0041,P038,South,2,509.8465522847544,28.916022562835632
O102411,2023-03-16,C0014,P006,South,8,6137.363083591706,1364.4505646770695
O102412,2024-02-05,C0095,P017,North,1,777.8561245746625,99.49223205146934
O102413,2022-01-13,C0147,P044,West,9,8775.618762880824,1624.2946553622605
O102414,2022-04-05,C0059,P037,North,9,2440.5108679725618,277.6034720714503
O102415,2024-07-27,C0087,P014,South,9,1895.7069840364247,389.11101478265505
O102416,2023-09-30,C0060,P043,West,4,899.6426814496517,145.64821260525667
O102417,2023-07-29,C0038,P050,South,4,1065.237214266905,181.58583546654765
O102418,2022-02-09,C0008,P008,West,1,575.6215055570871,164.42731052019377
O102419,2023-06-30,C0188,P035,South,6,5866.141900060418,1328.916259912291
O102420,2022-12-09,C0040,P045,East,3,1891.465004101639,218.41679632283495
O102421,2022-05-13,C0095,P013,West,4,2281.6770363279143,401.53056172770346
O102422,2024-09-19,C0062,P029,East,8,5648.164858763872,941.3694972156075
O102423,2024-05-15,C0007,P038,North,4,666.1494067293636,165.71342593413218
O102424,2023-08-21,C0133,P050,South,7,5836.731045147304,1507.85396877676
O102425,2023-05-17,C0015,P031,East,9,6139.7243008855285,742.0514117190166
O102426,2022-09-07,C0181,P025,North,1,254.07251163147265,64.86162866252185
O102427,2024-09-07,C0137,P048,South,6,4005.863274476923,380.05768551690124
O102428,2024-05-24,C0087,P049,West,1,636.5871663092832,153.2218447797922
O102429,2024-04-01,C0158,P029,West,1,158.36768694532051,17.768242534658096
O102430,2023-05-07,C0100,P022,North,7,2381.6728464282646,296.4772792504612
O102431,2022-06-22,C0107,P009,North,8,3614.779684802825,951.1098419058704
O102432,2022-01-11,C0031,P012,West,3,961.1990295878464,149.00383964098188
O102433,2024-03-28,C0117,P017,East,1,318.8455190158967,94.90164458722371
O102434,2023-11-22,C0064,P004,East,5,3078.2681316383823,270.84375327908253
O102435,2023-09-13,C0017,P040,North,4,2095.09246141758,347.44439222138607
O102436,2024-12-17,C0165,P050,East,1,700.5629635552071,163.3100417973995
O102437,2023-12-20,C0034,P006,North,1,960.7663783989252,49.32744113411318
O102438,2023-05-20,C0020,P009,East,5,3472.5022007054536,305.4545569637706
O102439,2022-06-10,C0102,P014,North,9,5614.977051488588,309.324522770819
O102440,2024-09-19,C0129,P013,South,6,5176.821254993688,1543.8288720312346
O102441,2023-11-30,C0006,P033,South,3,2006.5973985309965,481.8967371449099
O102442,2023-02-11,C0138,P019,East,7,1743.036002945446,249.93353929730762
O102443,2024-12-27,C0084,P019,South,9,3449.464465613549,307.2480554674929
O102444,2024-01-08,C0196,P038,South,7,5320.169780911749,386.2220383115193
O102445,2022-04-22,C0199,P050,West,6,4587.264868345908,839.3630469941504
O102446,2023-06-15,C0009,P020,South,2,1976.6157505561266,581.0713251236856
O102447,2022-09-03,C0081,P022,North,1,664.2773905620759,145.24606901857288
O102448,2024-07-14,C0008,P021,South,2,1819.1813385546297,257.02229330937365
O102449,2022-06-21,C0009,P003,South,5,745.6113976528718,130.64061842549478
O102450,2023-04-21,C0100,P026,South,8,4876.8008826366695,1461.7032507407987
O102451,2024-03-26,C0183,P043,South,6,5567.179333391856,1000.3751237463783
O102452,2023-04-07,C0168,P015,North,5,1792.59905830188,521.7366217690862
O102453,2024-05-19,C0151,P046,East,3,718.1668302443649,38.84595244740516
O102454,2024-03-17,C0143,P024,West,8,3323.673152696674,765.245105983866
O102455,2023-05-02,C0070,P002,South,9,7317.112954678578,1513.1084389120003
O102456,2023-03-23,C0034,P017,East,5,881.1536660659203,195.02791261432284
O102457,2023-10-26,C0199,P034,West,7,4482.133547725231,863.446150383453
O102458,2024-05-04,C0102,P032,North,2,444.13689051969766,27.111978534273252
O102459,2023-12-06,C0047,P045,North,9,4427.812776532694,386.95091494643935
O102460,2024-08-30,C0118,P005,West,3,2908.13790418947,815.9153643216554
O102461,2023-10-02,C0124,P018,North,6,1653.779057173187,178.99057804101605
O102462,2023-10-26,C0104,P047,North,9,1175.5340456528618,350.5845936054944
O102463,2024-12-16,C0128,P023,South,4,1937.9320203209536,426.14567215347637
O102464,2022-04-30,C0070,P028,East,3,1859.7780867634185,299.5890902110734
O102465,2023-05-29,C0152,P017,North,1,367.7659615282552,102.97896116145574
O102466,2023-08-04,C0121,P045,West,7,4113.138421273163,1023.1289812879351
O102467,2023-03-10,C0093,P012,East,3,2874.1852548803654,451.9405393943952
O102468,2023-09-16,C0065,P027,West,8,3044.749669396067,204.44959087828485
O102469,2022-03-03,C0044,P019,East,8,3027.8746246348937,808.6730781535979
O102470,2022-09-10,C0113,P039,North,1,534.4911080928589,128.95131556639404
O102471,2022-07-24,C0011,P010,West,8,4510.277618417751,1117.1222906047658
O102472,2023-12-22,C0017,P004,North,7,708.6053330130369,167.38298423831708
O102473,2023-03-06,C0052,P010,South,1,654.2876180843558,77.8200679120312
O102474,2024-11-16,C0146,P040,West,5,4988.108068991199,1320.4092195248538
O102475,2023-01-05,C0021,P024,South,3,1088.4217335702326,55.028576519361266
O102476,2023-08-30,C0190,P041,North,2,1335.4580832797524,145.99103514851743
O102477,2024-04-13,C0113,P042,West,2,208.31897906121205,12.840760976199617
O102478,2023-07-08,C0020,P033,West,5,3219.469755336042,249.98897459006457
O102479,2022-08-05,C0049,P037,South,9,4521.253306365325,827.8178992535018
O102480,2023-02-06,C0019,P014,West,1,577.2638381182063,34.23985470566593
O102481,2024-05-16,C0093,P042,North,8,4716.115765945163,449.65929297311106
O102482,2022-03-06,C0109,P036,East,5,1296.288361849342,140.23900419192472
O102483,2024-11-13,C0028,P043,North,5,3964.856548456806,847.8239156743834
O102484,2024-11-09,C0003,P037,South,3,1799.7679767279155,300.93044052007446
O102485,2023-03-08,C0136,P013,West,3,1029.525040641884,169.46304488944904
O102486,2022-07-12,C0073,P031,North,6,5661.860351453335,1370.7824705019812
O102487,2023-10-28,C0184,P034,North,8,891.9707120292034,146.44406638319217
O102488,2023-09-19,C0013,P005,North,1,753.3434925998102,103.3001063103901
O102489,2023-05-27,C0047,P004,West,4,1772.4466683655737,515.0956207298693
O102490,2023-06-06,C0028,P006,East,8,4562.32278544141,237.57532792583334
O102491,2023-03-12,C0176,P003,South,1,362.35877450102345,45.78339703717794
O102492,2023-08-09,C0095,P015,East,4,1556.5078345480715,314.956526067796
O102493,2023-12-19,C0131,P049,North,2,227.2991862996225,55.84793491063907
O102494,2024-02-26,C0182,P005,South,9,6811.745218566408,1730.8865211664013
O102495,2023-02-01,C0128,P035,East,6,4438.3114183238795,273.0372977138824
O102496,2023-06-20,C0035,P019,South,8,5511.379042932,1252.642839564445
O102497,2024-08-07,C0109,P044,South,3,2670.4668375768215,614.3767092626827
O102498,2022-07-15,C0033,P013,West,4,3644.5632900103624,377.284664647061
O102499,2024-09-29,C0147,P043,West,6,3604.7993248963794,281.8728028683584
O102500,2023-01-31,C0041,P025,South,3,2149.0234285810693,510.2244506715851
O102501,2024-10-23,C0084,P028,East,3,329.6956828902414,37.049552878891795
O102502,2023-04-17,C0107,P040,South,4,3446.8350119507154,173.78408222722697
O102503,2024-06-25,C0096,P027,North,2,1669.5441634330957,176.7932920229772
O102504,2022-01-13,C0086,P035,East,6,709.3425394868725,40.97659204198455
O102505,2023-02-09,C0146,P031,West,5,2942.7134753377322,330.45692896928006
O102506,2024-09-11,C0091,P040,West,7,6411.930093754798,857.6270401753812
O102507,2023-04-24,C0111,P029,East,3,789.7475649844572,93.07178203209546
O102508,2022-12-26,C0116,P023,North,3,1252.141288204165,350.57986050135344
O102509,2024-02-17,C0120,P016,North,3,1193.8449320004388,129.09431678978362
O102510,2023-06-07,C0176,P005,North,2,840.6928557195527,140.29793911339186
O102511,2022-03-10,C0135,P016,East,5,688.4871370479594,199.21850260649907
O102512,2023-07-22,C0105,P004,West,8,2808.927323110638,757.8482345992301
O102513,2022-09-30,C0111,P036,South,4,1461.482725720848,186.06811586414526
O102514,2023-07-04,C0101,P048,South,9,7913.563592765688,1041.6036075299733
O102515,2024-12-07,C0010,P041,West,4,1667.6176256741292,330.74252364757103
O102516,2022-02-13,C0056,P042,East,4,2009.980263616785,561.7205668615994
O102517,2022-04-24,C0141,P046,East,2,885.3285077846996,46.479701386494625
O102518,2024-04-26,C0185,P005,North,6,1251.6366278485416,185.59261415022198
O102519,2022-03-08,C0048,P012,West,1,991.3210819530616,260.1661427371003
O102520,2022-05-29,C0027,P027,West,8,6745.941373074062,1029.548671054745
O102521,2023-12-03,C0096,P026,South,6,3520.9696579477804,809.8713248240842
O102522,2023-06-13,C0007,P043,West,5,2643.640224751271,589.4821373685625
O102523,2022-10-21,C0096,P011,North,9,6158.963276250374,624.3013256623241
O102524,2024-03-20,C0180,P024,North,8,3150.304269367315,511.6050851162131
O102525,2024-10-28,C0187,P045,East,4,581.0183332761228,111.29213171418252
O102526,2022-09-29,C0066,P005,South,3,1391.6553967596553,318.5022335914681
O102527,2023-08-16,C0070,P007,South,6,5913.478918002447,1511.4698830758891
O102528,2022-07-26,C0111,P047,West,1,264.11212528995054,63.382500134595446
O102529,2022-07-04,C0133,P029,West,5,2874.6738146883754,164.08024922135004
O102530,2024-12-29,C0130,P006,South,4,430.6770267576832,93.740929250933
O102531,2023-07-22,C0187,P025,North,8,1678.6269092858106,292.6331254723125
O102532,2022-05-11,C0176,P043,East,4,2513.8901216816216,486.3508433274311
O102533,2024-09-18,C0129,P016,East,8,2941.3802924564116,421.32788160352754
O102534,2023-03-18,C0073,P044,South,8,7320.928302516499,1672.8800959028235
O102535,2024-02-01,C0177,P042,East,7,3258.869525530579,711.9721602140759
O102536,2022-01-25,C0038,P021,West,8,2297.841899343578,447.78417426558445
O102537,2024-02-03,C0060,P019,South,2,1182.0651847124664,313.72173499299106
O102538,2024-06-28,C0053,P032,South,7,5708.333901608565,430.8365367463537
O102539,2022-06-17,C0042,P047,West,8,939.8218126212427,117.71815083520852
O102540,2022-10-09,C0140,P043,East,2,1109.9362135340743,192.88760524064895
O102541,2024-01-19,C0100,P049,East,9,7164.7551094898845,2075.2799354094777
O102542,2023-05-18,C0167,P001,East,7,1352.6085241817837,91.96499863753296
O102543,2024-10-08,C0007,P008,West,3,2737.556001119493,367.56992644354636
